ID,Price
0,20792.12
1,37582.57
2,23443.623
3,8317.449
4,30272.322
5,15713.014
6,19911.807
7,27447.574
8,44157.457
9,15097.948
10,18285.727
11,16390.824
12,36475.207
13,18754.55
14,42354.508
15,5617.6826
16,24350.168
17,30964.717
18,16769.248
19,22278.26
20,10737.963
21,21917.744
22,15886.835
23,16633.61
24,30914.283
25,16870.951
26,24686.523
27,31323.207
28,22856.342
29,25565.79
30,18146.031
31,36979.94
32,13432.864
33,24873.95
34,20002.098
35,17150.38
36,23434.467
37,40864.117
38,45626.62
39,41151.62
40,15687.338
41,14357.231
42,26064.842
43,37681.01
44,53198.117
45,15179.167
46,22773.773
47,20236.61
48,17550.986
49,15764.077
50,13826.821
51,17320.26
52,17483.502
53,13166.281
54,25141.227
55,16324.303
56,8289.163
57,14697.8955
58,19631.889
59,19761.795
60,6109.4287
61,16882.748
62,20626.303
63,17872.549
64,6246.8477
65,17151.525
66,17099.564
67,10074.653
68,17844.188
69,14104.296
70,16985.02
71,31599.201
72,27671.52
73,51968.19
74,14044.285
75,6673.131
76,7428.1904
77,10453.209
78,9356.362
79,14027.69
80,30779.59
81,12781.568
82,20139.285
83,15201.862
84,13403.977
85,13273.695
86,33807.85
87,13345.152
88,8667.94
89,31925.066
90,32803.91
91,29499.27
92,11455.886
93,29629.1
94,20322.365
95,21348.883
96,12142.226
97,8697.48
98,27841.562
99,23679.195
100,22070.572
101,5507.081
102,32567.25
103,20486.262
104,21829.4
105,34476.203
106,23259.912
107,32447.543
108,53375.477
109,20163.453
110,13155.198
111,7089.84
112,20055.766
113,8972.814
114,14464.859
115,8902.407
116,16371.739
117,9081.426
118,4644.397
119,15269.194
120,8430.138
121,34262.344
122,12000.674
123,16548.08
124,7777.602
125,16446.14
126,28096.385
127,14167.6045
128,28689.787
129,15166.018
130,20359.562
131,23541.848
132,29590.71
133,12902.727
134,13493.665
135,35181.92
136,14967.501
137,30297.14
138,11110.297
139,32546.375
140,17091.467
141,57139.434
142,32156.658
143,45936.02
144,10372.602
145,27975.643
146,26961.229
147,12092.2295
148,30354.879
149,24491.074
150,21171.787
151,19857.932
152,16950.201
153,8724.881
154,18208.883
155,31344.375
156,32430.82
157,44480.97
158,9253.241
159,20657.244
160,14543.07
161,16037.277
162,15633.57
163,9107.786
164,17111.004
165,17181.395
166,14305.265
167,18332.043
168,27424.484
169,15187.621
170,31321.568
171,20352.291
172,11750.015
173,31221.266
174,7516.47
175,19843.482
176,22658.418
177,21099.582
178,11707.472
179,34209.75
180,6349.326
181,16070.989
182,13363.892
183,17092.941
184,16730.299
185,17526.309
186,16405.357
187,21049.316
188,10876.712
189,18445.367
190,33562.445
191,11637.201
192,12884.545
193,14231.158
194,33587.27
195,10324.57
196,17335.137
197,13114.785
198,12580.5625
199,19588.9
200,10027.084
201,20027.148
202,16620.865
203,24392.799
204,26441.52
205,14550.147
206,22802.0
207,14863.517
208,14146.215
209,13625.402
210,13068.999
211,19799.588
212,38996.953
213,40160.383
214,14281.786
215,18556.727
216,9810.129
217,24512.49
218,16436.4
219,44010.168
220,25559.338
221,20529.117
222,13539.947
223,19771.855
224,8533.691
225,12400.35
226,23130.404
227,11728.64
228,46947.688
229,28573.967
230,7659.2866
231,14340.331
232,16745.225
233,18474.281
234,19585.414
235,24296.04
236,16239.912
237,22290.014
238,31761.13
239,23284.578
240,20419.201
241,25537.396
242,37022.42
243,12561.671
244,15984.9
245,12717.793
246,19786.594
247,27875.723
248,12178.655
249,29609.238
250,20286.92
251,9350.538
252,8364.035
253,16588.457
254,17124.693
255,14428.712
256,17212.168
257,12602.678
258,65893.586
259,21690.994
260,22628.172
261,45796.926
262,46859.48
263,8469.966
264,18594.668
265,12870.533
266,18611.355
267,15418.48
268,28060.008
269,12891.208
270,33087.92
271,25584.889
272,15163.712
273,23363.42
274,22064.578
275,20165.945
276,19867.268
277,15872.521
278,19998.557
279,43239.305
280,15170.117
281,39427.13
282,17088.723
283,53235.13
284,9489.574
285,19344.37
286,21886.225
287,34576.152
288,42892.375
289,16337.815
290,33942.395
291,11209.366
292,23665.055
293,36627.27
294,23454.51
295,26985.629
296,25740.96
297,13199.256
298,27066.865
299,12997.758
300,15301.299
301,19727.871
302,9029.085
303,13541.815
304,16587.52
305,27551.213
306,18268.29
307,37223.727
308,40233.97
309,6996.748
310,26902.014
311,15370.449
312,23200.121
313,15853.431
314,17483.738
315,20383.178
316,14900.7
317,16223.312
318,14736.205
319,20126.686
320,8458.417
321,25956.684
322,20775.797
323,16790.33
324,18393.393
325,7858.0137
326,25432.062
327,13131.85
328,46500.51
329,12307.05
330,27955.645
331,14425.187
332,14527.175
333,13342.812
334,12220.179
335,28587.762
336,16558.18
337,9689.951
338,6205.6924
339,9397.635
340,20861.896
341,16591.783
342,19019.998
343,31808.39
344,13742.31
345,16276.737
346,29566.412
347,22373.338
348,29263.727
349,13952.631
350,31789.777
351,10105.564
352,11359.076
353,21214.87
354,11039.622
355,16027.075
356,13402.343
357,28851.227
358,39153.625
359,32070.615
360,37481.742
361,10556.789
362,17219.186
363,15321.445
364,7335.833
365,15449.361
366,11559.192
367,15101.391
368,18037.3
369,28094.31
370,19857.363
371,20802.441
372,9687.918
373,31978.06
374,12961.528
375,35458.33
376,16813.27
377,7149.9243
378,14009.306
379,24428.936
380,12965.848
381,27203.361
382,11594.526
383,21243.637
384,11389.226
385,10493.573
386,17456.996
387,36980.82
388,7886.7554
389,15766.271
390,35774.723
391,15668.06
392,16039.841
393,12841.027
394,32463.22
395,20888.49
396,19923.467
397,12677.44
398,22267.361
399,39455.63
400,30328.031
401,23958.936
402,8894.206
403,9689.573
404,9053.046
405,9168.261
406,8027.386
407,8613.135
408,13872.402
409,10973.0625
410,12319.699
411,14467.278
412,21747.414
413,17617.773
414,13985.626
415,12630.765
416,22063.324
417,16163.609
418,18303.68
419,13490.861
420,28176.225
421,26048.791
422,7660.8516
423,14157.017
424,16290.648
425,24056.426
426,12272.69
427,31450.521
428,16632.266
429,37912.285
430,29913.78
431,9309.469
432,26437.713
433,39676.79
434,13732.58
435,15515.313
436,18833.072
437,14448.893
438,15474.619
439,33468.305
440,23850.053
441,16787.992
442,18910.799
443,19195.988
444,29054.426
445,18555.36
446,17541.61
447,19744.957
448,15943.846
449,11746.998
450,11155.775
451,22941.371
452,12733.779
453,18366.598
454,27022.584
455,12085.736
456,13623.865
457,20262.02
458,19326.55
459,24164.342
460,30796.965
461,36038.75
462,15144.545
463,9556.48
464,34943.105
465,27545.584
466,11656.382
467,13428.58
468,24783.389
469,10834.992
470,15360.018
471,21064.92
472,23721.348
473,39410.93
474,31341.674
475,9762.423
476,28769.893
477,29299.742
478,15551.076
479,10234.561
480,34487.484
481,11501.061
482,9131.697
483,16429.637
484,27675.86
485,24424.438
486,13287.762
487,19593.852
488,13222.231
489,25284.715
490,8238.951
491,17863.303
492,30062.258
493,12495.811
494,21498.46
495,22689.908
496,10490.806
497,18734.705
498,11807.527
499,21980.549
500,19340.998
501,29754.166
502,23348.998
503,33768.46
504,13200.992
505,9786.544
506,32809.844
507,26801.375
508,7469.439
509,40397.914
510,16166.011
511,45991.273
512,15009.187
513,25352.15
514,24766.74
515,17945.89
516,13549.748
517,15046.398
518,15286.341
519,14483.944
520,11079.4795
521,17298.775
522,36867.664
523,13797.184
524,16382.049
525,20412.006
526,29220.146
527,23703.932
528,8906.255
529,35759.707
530,25836.32
531,24450.021
532,9416.127
533,20652.492
534,11744.09
535,35518.508
536,10677.877
537,26538.49
538,18612.06
539,14705.125
540,29939.262
541,9204.914
542,26205.578
543,26977.055
544,25793.533
545,29728.55
546,25060.63
547,12825.266
548,12327.316
549,20134.3
550,10246.819
551,16342.108
552,20151.861
553,43040.953
554,21474.85
555,17771.498
556,50064.637
557,19894.457
558,25646.584
559,38236.277
560,13202.538
561,10671.32
562,15676.492
563,29041.045
564,38432.848
565,12138.669
566,35779.438
567,16777.574
568,30949.578
569,38971.637
570,11512.272
571,22618.504
572,32022.303
573,14677.323
574,30514.75
575,22261.334
576,15897.341
577,15913.513
578,19619.436
579,6587.0264
580,31598.475
581,34068.887
582,18962.383
583,15076.903
584,51530.176
585,10277.012
586,14306.344
587,6901.8193
588,7402.6836
589,19309.533
590,15308.561
591,21962.98
592,6621.785
593,21975.088
594,53670.32
595,25925.645
596,28127.502
597,7407.4766
598,33561.99
599,15739.111
600,19379.658
601,15950.9375
602,9552.037
603,35384.52
604,43075.11
605,30704.58
606,17364.559
607,19425.146
608,16627.39
609,18300.746
610,15549.06
611,17361.012
612,49532.97
613,17149.139
614,28174.217
615,10137.738
616,6706.4204
617,23639.291
618,4828.3354
619,24547.748
620,14758.931
621,9143.793
622,31925.543
623,31097.92
624,9437.907
625,16288.462
626,68977.6
627,14695.89
628,20931.926
629,17038.633
630,15924.648
631,9234.529
632,11700.25
633,20602.05
634,16086.076
635,17549.59
636,31062.305
637,15085.285
638,12982.676
639,16269.757
640,15881.181
641,6358.137
642,12899.813
643,13027.123
644,25779.006
645,9754.684
646,34115.22
647,25146.389
648,28620.148
649,9726.641
650,12138.035
651,20564.828
652,49138.66
653,32777.188
654,8221.606
655,13291.376
656,15190.437
657,16465.666
658,28311.2
659,30772.596
660,26663.695
661,14360.86
662,33504.582
663,27347.06
664,10875.482
665,10948.321
666,13905.781
667,48078.637
668,20108.602
669,30831.047
670,9629.644
671,19349.217
672,22727.135
673,24421.59
674,11329.159
675,11933.836
676,15475.889
677,18528.318
678,12849.869
679,14296.663
680,33443.67
681,23799.068
682,27600.914
683,29257.87
684,15124.354
685,18593.086
686,28710.525
687,19821.078
688,18330.0
689,34824.53
690,25377.025
691,24417.662
692,29362.654
693,7834.6235
694,25632.504
695,24088.834
696,14835.481
697,11709.696
698,18705.549
699,8360.289
700,11888.651
701,11433.332
702,26508.643
703,6626.319
704,29327.566
705,23161.178
706,21435.902
707,9275.185
708,8672.106
709,29193.092
710,21772.924
711,17377.602
712,40805.504
713,20883.33
714,33395.22
715,8060.362
716,16772.021
717,23646.87
718,26516.8
