ID,Price
0,21463.383
1,35954.934
2,25285.57
3,8325.653
4,30819.543
5,16962.268
6,19740.422
7,27775.613
8,42252.656
9,12941.818
10,18799.01
11,16432.121
12,37181.973
13,19548.01
14,39109.39
15,5521.0347
16,23774.346
17,31164.135
18,17148.121
19,24273.678
20,7046.5967
21,21172.396
22,16980.115
23,16897.988
24,32223.127
25,16331.253
26,25765.92
27,30578.564
28,24634.91
29,26103.34
30,18360.33
31,31747.01
32,13212.957
33,23733.414
34,21370.164
35,15678.816
36,22422.053
37,42356.938
38,44684.33
39,41113.77
40,14422.565
41,14353.925
42,25767.639
43,38543.17
44,50672.66
45,14804.302
46,22457.531
47,21346.367
48,18224.037
49,21264.92
50,13512.631
51,18139.197
52,18843.81
53,13387.299
54,24334.605
55,17879.37
56,7135.181
57,15771.859
58,20712.113
59,20283.818
60,6162.384
61,16542.87
62,20158.281
63,17330.758
64,7785.5864
65,18357.951
66,17165.6
67,8427.633
68,17778.904
69,13875.89
70,16554.893
71,32042.918
72,28679.959
73,48327.875
74,13837.274
75,7048.967
76,6275.0146
77,10928.913
78,9042.022
79,13558.094
80,26369.861
81,10604.537
82,18437.768
83,14862.139
84,13592.935
85,14041.774
86,33067.418
87,12513.284
88,7540.562
89,36362.04
90,32324.693
91,28790.467
92,11077.696
93,32073.582
94,22290.684
95,20046.209
96,11633.215
97,7697.824
98,27342.783
99,23800.873
100,22518.023
101,5381.396
102,33155.89
103,20788.113
104,20827.623
105,33880.98
106,22992.281
107,32327.822
108,54572.945
109,20671.402
110,13219.182
111,7182.9155
112,19736.178
113,8716.772
114,14453.742
115,8504.11
116,16599.383
117,8536.846
118,5979.694
119,19216.54
120,9453.923
121,32978.496
122,9704.243
123,16455.797
124,7807.984
125,16495.54
126,28917.342
127,13259.636
128,25816.482
129,16222.965
130,20953.143
131,22591.0
132,29404.105
133,11565.118
134,13760.751
135,35471.105
136,15575.538
137,29110.25
138,12779.769
139,33321.03
140,17903.703
141,55886.58
142,44008.945
143,46147.17
144,11245.923
145,32182.12
146,26382.389
147,12474.587
148,31047.957
149,23179.72
150,19869.486
151,21387.814
152,18322.291
153,9435.906
154,17692.459
155,27745.305
156,33807.582
157,42550.953
158,10534.612
159,21272.66
160,13828.177
161,16199.249
162,15527.368
163,8102.9385
164,16888.041
165,16703.486
166,13836.9795
167,19367.3
168,25869.002
169,12786.943
170,33185.832
171,18814.69
172,11273.253
173,30980.92
174,9778.109
175,20866.758
176,21878.033
177,20427.115
178,12940.418
179,35440.676
180,7343.605
181,16240.536
182,10554.499
183,15634.658
184,16626.307
185,17530.098
186,16549.22
187,18961.666
188,10811.1455
189,17913.773
190,33287.844
191,13078.025
192,10749.118
193,14710.5625
194,44359.88
195,10476.458
196,17525.992
197,13587.5205
198,12925.341
199,18837.791
200,9838.565
201,20460.951
202,22737.89
203,24251.36
204,26183.988
205,14787.784
206,21015.951
207,15299.899
208,14082.088
209,14045.523
210,11879.917
211,20432.07
212,36905.547
213,32936.75
214,14139.823
215,18912.197
216,9812.775
217,25263.443
218,17556.842
219,42346.266
220,23883.832
221,20052.076
222,13122.6875
223,19798.645
224,8810.658
225,12620.99
226,23733.355
227,10873.785
228,46628.695
229,29267.598
230,7984.779
231,13687.978
232,18055.045
233,17621.266
234,24871.084
235,25082.72
236,16136.69
237,20902.693
238,31722.604
239,23507.059
240,20010.53
241,25563.432
242,36948.848
243,12532.018
244,16048.506
245,14037.186
246,17713.035
247,27466.37
248,12037.134
249,30814.299
250,20649.725
251,10307.465
252,9847.17
253,15998.604
254,16235.811
255,11018.923
256,17563.723
257,12767.441
258,64443.152
259,17406.45
260,21988.812
261,43098.883
262,48132.254
263,8075.193
264,16541.48
265,11443.037
266,18499.758
267,16247.934
268,27466.37
269,13199.349
270,33812.68
271,23240.578
272,15411.359
273,22614.574
274,24086.896
275,19954.95
276,19576.87
277,17232.648
278,17395.592
279,43189.98
280,13125.844
281,35493.26
282,18643.865
283,51214.63
284,9733.992
285,17576.414
286,19151.73
287,33368.86
288,50195.707
289,16666.68
290,32504.146
291,12820.655
292,20637.947
293,34036.82
294,22083.125
295,26426.326
296,28012.104
297,15571.984
298,25175.244
299,11827.634
300,15770.134
301,20938.924
302,7871.0083
303,13450.556
304,15365.336
305,28262.64
306,19023.607
307,37693.836
308,41799.133
309,6080.689
310,24794.725
311,15705.776
312,22917.129
313,14611.592
314,16986.715
315,20240.994
316,15188.123
317,14785.681
318,13474.748
319,30879.98
320,9758.944
321,25593.125
322,21659.35
323,15520.514
324,21254.465
325,7788.844
326,22955.783
327,9774.81
328,45453.793
329,12190.602
330,26742.467
331,14810.735
332,13266.001
333,13141.862
334,13714.834
335,27422.06
336,17629.947
337,10208.482
338,5940.879
339,9868.589
340,21891.922
341,16568.303
342,19367.98
343,31027.252
344,14566.466
345,16267.541
346,28196.201
347,20806.826
348,29004.717
349,13798.17
350,30035.084
351,10358.771
352,10699.111
353,21209.34
354,11861.5205
355,17649.613
356,12813.213
357,23927.5
358,38039.2
359,31661.453
360,39227.28
361,9358.801
362,17972.416
363,15205.891
364,7653.1455
365,15582.136
366,10859.059
367,14417.008
368,16532.63
369,29120.018
370,19154.48
371,20146.55
372,10797.044
373,31471.98
374,14500.099
375,35601.54
376,16457.756
377,6831.434
378,1968.4021
379,24391.035
380,12670.386
381,28421.08
382,10981.14
383,19388.65
384,11433.727
385,10271.864
386,16906.008
387,38894.53
388,8227.858
389,15439.839
390,34144.188
391,15558.576
392,19110.523
393,7039.626
394,31581.826
395,22346.97
396,19692.46
397,13118.868
398,21323.904
399,41963.957
400,26922.49
401,23317.055
402,9171.984
403,7510.4375
404,8355.716
405,8265.443
406,7670.5713
407,9397.528
408,12947.802
409,9329.059
410,10724.314
411,14286.698
412,19854.078
413,17776.969
414,13442.076
415,13767.787
416,24771.229
417,17780.492
418,19147.664
419,13711.301
420,29650.557
421,25380.98
422,16997.77
423,17067.14
424,14371.254
425,24252.137
426,11675.527
427,31118.041
428,17252.117
429,38565.66
430,29918.076
431,7058.1147
432,26353.53
433,41431.68
434,13730.595
435,14955.489
436,17745.627
437,15352.367
438,14833.907
439,31715.441
440,23529.54
441,16880.102
442,19497.256
443,17302.771
444,27628.248
445,16902.197
446,20493.402
447,19868.105
448,15544.298
449,11900.3955
450,9591.622
451,19426.46
452,13435.59
453,18895.639
454,26347.518
455,12194.888
456,13714.077
457,19244.764
458,18230.4
459,24835.113
460,25736.578
461,38273.61
462,15019.344
463,11266.3125
464,23904.047
465,21147.004
466,10491.455
467,13769.215
468,24313.182
469,11050.662
470,15473.516
471,22383.648
472,25462.812
473,38229.92
474,28885.207
475,9405.393
476,26302.443
477,29594.93
478,14579.858
479,10772.16
480,35150.656
481,11390.722
482,8396.518
483,14447.1875
484,26815.615
485,24690.352
486,13846.013
487,17010.68
488,11826.114
489,22038.578
490,7555.0796
491,19015.91
492,30030.508
493,13239.022
494,20347.324
495,21997.613
496,10935.485
497,18870.754
498,10500.453
499,20974.684
500,19852.049
501,27516.3
502,19435.254
503,34708.3
504,15795.782
505,8516.584
506,31331.244
507,27769.396
508,8083.4434
509,42150.953
510,16273.651
511,45449.547
512,13740.826
513,23544.262
514,24108.299
515,18446.865
516,14490.529
517,15221.622
518,14818.024
519,14850.249
520,9828.081
521,15596.584
522,35848.57
523,16227.747
524,16481.68
525,20218.658
526,28282.445
527,22150.35
528,9771.129
529,36788.133
530,24468.531
531,24907.08
532,8944.499
533,21117.484
534,10740.6045
535,35248.17
536,10075.334
537,24573.65
538,17688.496
539,14839.258
540,30376.668
541,9790.312
542,25028.496
543,26741.016
544,25759.43
545,28404.521
546,27055.781
547,14953.01
548,12164.77
549,19626.04
550,8751.539
551,15667.419
552,19811.072
553,42439.32
554,21283.334
555,16189.712
556,49851.66
557,20174.35
558,23836.148
559,37429.76
560,13563.147
561,9682.3955
562,15942.801
563,30901.736
564,38171.16
565,11862.182
566,36213.78
567,16518.617
568,31941.266
569,40143.08
570,10570.26
571,24671.527
572,31747.338
573,14827.378
574,32414.932
575,23702.496
576,14586.567
577,15439.839
578,18905.588
579,4790.4937
580,30837.395
581,31285.553
582,18289.13
583,15600.318
584,51974.984
585,13431.331
586,1907.7079
587,7689.581
588,7395.0464
589,18743.45
590,15470.197
591,22642.252
592,6127.553
593,22516.236
594,54413.324
595,24465.496
596,29420.6
597,6963.128
598,34252.633
599,15877.169
600,18950.1
601,18651.268
602,9247.0
603,37204.406
604,40738.195
605,30465.201
606,17986.604
607,19612.586
608,16482.486
609,20112.594
610,14813.814
611,17786.58
612,53190.723
613,17624.078
614,26578.654
615,12272.726
616,6803.292
617,24002.543
618,5755.7495
619,26767.656
620,13272.96
621,10054.655
622,31054.21
623,26222.617
624,7737.0107
625,16078.816
626,42068.105
627,17047.395
628,21332.389
629,16462.473
630,21963.154
631,2355.6501
632,13262.485
633,24805.879
634,16417.139
635,13138.354
636,26834.996
637,15700.139
638,13478.118
639,15627.858
640,15985.81
641,6122.189
642,14761.111
643,11606.333
644,26162.688
645,8947.923
646,34619.285
